DepMap_ID,disease,lineage_lung_adenocarcinoma,lineage_lung_squamous_cell_carcinoma,lineage_colorectal,lineage_skin,lineage_pancreas,lineage_ovary,lineage_breast,exp_AKT1,exp_AKT2,exp_AREG,exp_BRAF,exp_CBL,exp_CBLB,exp_CDH1,exp_CDH2,exp_COL1A1,exp_DEPTOR,exp_DUSP4,exp_DUSP6,exp_EGF,exp_EGFR,exp_EIF4EBP1,exp_ELK1,exp_EPS15,exp_ERBB2,exp_ERBB3,exp_ERBB4,exp_EREG,exp_ETS1,exp_FN1,exp_FOS,exp_FOXO3,exp_GAB1,exp_GRB2,exp_GSK3B,exp_HRAS,exp_IFNGR1,exp_IFNGR2,exp_IL6ST,exp_IRS1,exp_IRS2,exp_ITGA5,exp_JAK1,exp_JAK2,exp_JAK3,exp_JUN,exp_KRAS,exp_LIMK1,exp_MAP2K1,exp_MAP2K2,exp_MAP3K1,exp_MAPK1,exp_MAPK14,exp_MAPK3,exp_MAPK8,exp_MEF2A,exp_MMP2,exp_MMP9,exp_MTOR,exp_NRAS,exp_PDPK1,exp_PIK3CA,exp_PIK3CB,exp_PIK3CD,exp_PIK3R1,exp_PIK3R3,exp_PTEN,exp_RAF1,exp_RHBDF1,exp_RPS6KB1,exp_RPTOR,exp_SHC1,exp_SMAD2,exp_SMAD3,exp_SMAD4,exp_SNAI1,exp_SNAI2,exp_SOCS1,exp_SOCS3,exp_SOS1,exp_SOS2,exp_SPRY1,exp_SPRY2,exp_SPRY4,exp_STAT1,exp_STAT3,exp_STAT5A,exp_STAT5B,exp_TGFB1,exp_TGFBR1,exp_TGFBR2,exp_TSC1,exp_TSC2,exp_TWIST1,exp_VIM,exp_ZEB1,exp_ZEB2,exp_SRC,prot_ARAF,prot_BRAF,prot_CDH1,prot_CDH2,prot_ERBB2,prot_ERBB3,prot_FN1,prot_GSK3B,prot_IRS1,prot_ITGA2,prot_JAK2,prot_MAPK1,prot_MAPK9,prot_MTOR,prot_NRAS,prot_PIK3CA,prot_PIK3R1,prot_PRKCA,prot_PTEN,prot_RPTOR,prot_SHC1,prot_SMAD3,prot_SMAD4,prot_SNAI1,prot_SOCS3,prot_STAT1,prot_STAT3,prot_STAT5A,prot_SYK,drug_Gefitinib,drug_Erlotinib,drug_Afatinib,drug_Trametinib,drug_Vemurafenib,drug_Dabrafenib,drug_Alpelisib,drug_Everolimus,drug_Buparlisib,drug_Ruxolitinib,drug_Napabucasin,drug_Baricitinib,drug_Kx2391,drug_Neratinib,drug_Repsox,prot_MYC,mut_BRAF,mut_KRAS,mut_EGFR,mut_PIK3CA,mut_PTEN,mut_NRAS,mut_ERBB2,mut_MAP2K1,mut_SMAD4,mut_TGFBR2,mut_JAK1,mut_JAK2,mut_STAT3,mut_TSC1,mut_TSC2
ACH-000657,Ovary,0,0,0,0,0,1,0,2.9958472,2.902899216,0.070653665,2.138962599,2.297492993,2.431713089,0.316521214,2.507977145,2.298844888,0.290377594,0.121099396,3.128782415,0.116145931,1.268313895,3.108927494,2.535831015,2.722666008,2.681025674,1.660828777,0.93402801,0.125430397,0.253622274,1.103193042,1.983489757,1.939841574,2.067802215,2.86138559,2.542113539,2.589995649,1.961591751,2.709509971,2.40641849,1.71709803,0.108429028,2.783370353,1.960630002,1.335249174,1.124611331,0.514014171,2.579675865,2.403570385,2.716346091,2.823352043,1.159533125,2.831777057,2.50741029,2.600744176,2.55435539,2.511369371,0.49193837,0.039981871,2.524201764,2.692843048,2.341414085,2.303749038,2.146722137,1.682401908,1.916165578,2.223104336,2.463053606,2.899960677,2.388649318,2.66017031,2.160649639,3.26156789,2.727405907,2.165390256,2.717846931,0.731753843,2.828736994,0.496281733,2.45089196,2.377666067,1.933745128,3.174297742,3.170075807,2.866630431,3.203107128,2.560968215,0.224796643,2.387673765,2.628590899,2.464795049,1.322387927,2.308051471,2.605997893,2.909772726,3.611050632,2.338098638,0.854187087,4.164327722,-0.298063,0.464126,-1.46867,0.05984,0.134747,-0.732946,0.110436,0.001563,-0.504317,-0.723632,0.265314,-0.36258,0.132881,0.368173,-0.186648,0.201365,0.032625,-0.901234,-0.116688,0.469599,0.202933,-0.117658,0.184159,-0.244061,-0.020985,-1.256976,-0.417398,-0.153983,-1.984806,,0.734162093,,0.544069318,0.838616224,1,,,,,0.549607855,0.870734474,,0.710796727,0.812163613,-0.324088,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ACH-000661,Skin,0,0,0,1,0,0,0,3.038439389,2.795671711,0.280092574,2.162011233,2.244801382,2.176946724,0.956123621,2.930772201,0.985773014,0.889291117,3.046924071,3.157356819,2.035830029,0.376826422,3.104218467,2.471217599,2.452607716,2.67194369,3.097741591,0.011122694,0.217496338,2.935636144,3.496563174,3.187309241,2.024976818,2.221192392,2.859496104,2.718854997,2.764969161,2.510323742,2.946350293,2.806951792,2.061567202,2.714286207,2.74535912,2.609393103,1.735511798,0.552652045,2.694365959,2.486966651,2.582160349,2.826901431,2.975376969,2.378525263,3.0311457,2.533577753,2.663148568,2.498264203,2.901523379,2.908071836,0.243776983,2.506715493,2.730958527,2.45435287,2.148431839,2.538183131,2.121392718,2.294143894,1.898987494,0.429583389,2.857910616,2.800397642,2.358093318,2.210335431,3.151245017,2.757620246,2.725302581,2.676945378,1.938234393,2.69884828,0.207587519,1.719937249,2.209891283,2.20419781,2.347713125,3.089018969,2.808273101,2.442400873,2.745203831,2.350897401,2.581697896,1.8531139,2.613667404,2.944959022,2.292823634,2.678346318,2.560700117,3.694476847,2.156754599,2.786424998,4.916490976,0.867229,-0.135337,-1.389646,0.39163,0.540626,1.353767,1.240313,0.737342,0.101048,-0.545084,0.253148,-0.16349,-0.52169,0.151974,-0.136131,0.094185,0.577499,-0.036776,-2.86456,-0.066496,-0.216621,-0.338156,-0.022736,0.287344,-0.023819,1.480467,0.443467,-0.102012,-1.38269,0.918009869,0.81840566,0.937610218,0.567725204,0.825079012,0.573751657,0.910528319,0.406191037,0.728950554,1,0.619691162,0.946948362,0.644399459,0.843016382,0.753480857,-0.438606,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACH-000663,Ovary,0,0,0,0,0,1,0,2.787898216,2.567474105,0.812113304,1.427266247,1.257888219,1.353692648,0.324555786,0.092576139,0.838953126,1.239442101,1.581043599,2.723642586,0.911019363,2.526404016,2.916869713,2.158514978,2.202698209,2.365769611,0.498040215,0.07088907,2.414331302,2.224342765,2.391018433,2.843583022,1.686247707,1.322884711,2.633326037,2.156844991,2.635964166,2.657650428,2.38596023,2.679579122,1.527462688,1.678099732,2.735049257,2.77727687,1.085872942,0.032345182,2.640204105,2.078710063,2.309887368,2.715156398,2.545731812,2.015854345,2.723997027,2.269120337,2.580660634,2.576415803,2.23511419,0.049326828,0.048678625,2.085604603,2.666531958,1.929915167,1.794652152,2.141426483,1.57856745,1.994104231,1.323709692,2.575618938,2.603673522,1.942805834,2.315776757,1.859548812,2.693255692,2.802290839,2.696865337,2.284707039,1.558823881,0.044913104,0.413534279,2.3907861,1.878048574,1.890629051,1.958413361,2.266570462,1.420633352,3.058444246,2.641932642,0.172910972,2.425310877,1.969030191,0.122995557,2.712667387,1.561804722,2.32131872,1.642873192,3.521791967,2.124707925,0.06432076,2.150140454,0.181948,-0.719161,-0.66922,-0.499515,0.506386,-0.302627,0.081965,-0.328298,0.030788,-1.043913,-0.230408,0.028532,-0.182438,-0.404635,0.008313,-0.565821,-0.255954,1.395357,-0.019824,-0.259507,-0.264663,1.150291,-0.215729,0.328238,0.230181,-0.663541,0.179007,-0.177654,-2.617044,0.636702059,0.824095682,0.755072357,0.750813608,1,0.972685152,0.837751941,0.732068688,0.611991201,0.902840665,0.668126535,,0.624863679,0.840331996,0.673339794,0.24823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACH-000665,Lung Squamous Cell Carcinoma,0,1,0,0,0,0,0,3.000562309,2.747483784,3.089512495,1.915575851,2.101230918,1.799918971,1.264292935,2.838451241,2.975674271,1.121799435,2.653077026,2.420455704,1.611754637,2.776012682,2.589682456,2.259434703,2.485307797,2.279472183,1.799499345,0.082922489,3.268836438,2.750032785,3.135302275,2.63470714,2.248293945,1.87292638,2.786602366,2.588647702,2.571286437,2.897214935,2.816172813,2.973735852,2.238651094,2.059289199,2.919942556,2.810595413,2.172823416,1.276324823,2.814061121,2.216990109,2.721507634,2.757656521,2.715678185,1.964774374,2.7741949,2.354778839,2.797596882,2.483858446,2.555113195,3.183556478,0.063263171,2.463876989,2.77663427,2.134308341,2.250350208,2.399496906,2.0274784,1.865305141,1.465531128,2.606000908,2.692156787,2.465898576,2.636386384,2.334245586,3.120882341,2.900671548,3.102643563,2.715871001,1.167577075,2.481115599,0.440586133,2.4936296,2.167701814,2.287572709,2.26064719,2.697978345,1.928436696,2.950326574,2.787087839,1.715478322,2.328173809,2.712548524,2.451955166,2.819996682,2.211497682,2.703185976,1.32584979,3.481925657,2.267741966,0.131620362,4.434988439,-0.190361,-0.289752,-1.63333,0.008026,-0.649724,-0.040254,0.02426,-0.213963,0.512408,1.749308,0.768928,-0.087496,0.129919,0.432297,-0.03233,-0.085805,0.037163,2.195971,-0.369091,0.530251,0.414602,0.430095,-0.220184,0.002229,-0.172441,0.475763,-0.289701,-0.206361,-0.781495,0.937636562,0.853934824,0.855673909,0.671982148,,0.812915154,0.749772457,0.650815307,0.823340334,1,0.58018618,0.862871847,0.611032734,0.789714511,1,0.034561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACH-000666,Lung Adenocarcinoma,1,0,0,0,0,0,0,2.895772333,2.948678453,3.122778913,1.904016429,2.078105908,2.118176723,1.022941946,0.152300071,2.254881795,1.297681382,2.846382492,2.241640728,2.114291636,2.397345603,2.918616838,2.537987429,2.273966359,2.697227314,1.896192596,0.08146888,0.932941641,2.53644015,2.100932396,1.804388996,1.741013798,2.149409515,2.825446267,2.710899791,2.330826934,2.687573603,3.041119947,2.831490962,2.354421737,1.868010667,2.832810915,3.086715711,1.361534503,1.177645034,2.580984091,2.514435338,2.030048235,2.637821869,2.817118538,1.762461622,2.736585273,2.474968891,2.4576516,2.427439467,2.454466814,2.117383143,0.124259632,2.658018506,2.675739105,2.263836341,2.021326259,2.325778984,1.732957167,1.497805644,2.406872077,2.775060741,2.93858431,2.315439824,2.680305676,2.294424296,3.184002985,3.042216045,2.570760113,2.75087643,1.364880286,0.108721616,0.582332446,2.285173282,2.532575536,2.272526322,2.504497637,2.423084388,1.697912431,2.940129078,2.735218248,1.7824189,2.353725174,2.655562054,2.171218221,2.81475637,2.403041481,2.659608802,0.357304184,3.247423552,2.152620723,0.339910559,3.383867386,-0.743165,-0.320099,0.325313,-0.380306,-0.202416,0.05226,-0.823554,-0.221657,0.206686,-0.027233,-0.087266,0.043709,-0.311627,0.681335,0.158768,-0.103803,-0.26111,0.15285,0.095252,0.282501,0.534551,-0.406178,-0.04983,0.096252,-0.20092,-0.082835,-0.279916,0.000159,-1.459341,0.883754528,0.856705412,0.938044469,0.662007136,0.927412878,1,0.947855749,0.736422633,0.849082941,1,0.80148794,,0.626187762,0.878245298,0.687569142,-0.261263,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ACH-000667,Lung Adenocarcinoma,1,0,0,0,0,0,0,2.835736224,2.753994581,2.942886205,2.024535608,1.857723718,1.94475393,2.136129033,0.31297544,1.78928284,0.178627661,2.58697159,2.796070294,0.429150679,2.671404827,2.784472215,2.167314865,1.94082305,1.724844631,1.211877593,0.003414916,2.549367574,2.493741369,1.977128352,3.179065296,2.038960869,1.263636821,2.567453339,2.368398435,2.289954767,2.775033233,2.697195795,2.819735743,2.134490061,1.841205489,2.86344872,2.632259563,1.444596554,0.274425092,2.824001474,2.019041561,2.418997192,2.650711358,2.803583494,1.4327388,2.540181102,2.351253736,2.200155538,2.454616406,2.404495297,2.503795873,0.11969515,2.341869209,2.545571109,2.129487639,1.884973029,2.17253543,1.202629383,1.665171845,1.617424681,2.342860406,2.71799118,1.880506421,2.258842568,1.939727643,2.886108479,2.755236363,2.622908723,2.46299081,1.948209749,2.3768483,0.940614375,2.454835559,1.825474509,1.930190745,1.682634572,2.875102383,2.494376898,2.490381764,2.638146491,1.586156032,2.334310686,2.675017067,2.605746516,2.683853095,2.162132474,2.445709806,0,3.305294072,2.055589911,1.884299054,2.688124396,0.277559,-0.454267,0.373985,0.341203,1.05054,-0.318084,-0.062963,-0.74199,0.009249,1.83193,-0.458483,-0.070401,0.247728,0.448662,-0.179627,-0.423937,-0.212639,0.415903,0.43072,0.058711,-0.425777,0.093539,-0.226456,0.101812,-0.736658,0.550606,-0.013152,-0.275907,-2.615087,0.870107098,0.963261677,0.94271078,0.592156805,1,0.959835092,0.845530228,0.937859612,0.699587076,1,0.642059734,0.843695908,0.48995263,0.926045572,0.787350603,0.804195,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ACH-000669,Lung Squamous Cell Carcinoma,0,1,0,0,0,0,0,2.974277383,2.936111017,2.891745034,2.119368063,2.218087334,2.071160921,2.932624547,2.197442921,3.207734745,0.820833636,2.290665745,3.011298617,1.557421111,2.525742564,2.727608671,2.302140924,2.229028073,2.545870018,2.494641421,0.056797963,2.686199857,2.769000251,3.431501523,3.125487165,2.2997347,1.729987338,2.796851972,2.430180375,2.519626363,2.713116011,2.595916854,2.855158218,2.273601658,1.749881104,2.580921409,2.4971956,1.966414177,0.80206577,2.721437144,2.671407986,2.715557352,2.871087028,2.735327755,1.87903721,2.670084235,2.49146786,2.57927457,2.609891022,2.297535062,0.79210889,0.240182417,2.334265618,2.534147588,2.381727495,2.042536304,2.246333024,1.731087536,1.978784226,1.940378882,2.385883665,2.793601863,2.465179204,2.496747601,2.325735277,3.054661219,2.482174265,2.932335536,2.377303364,0.875738071,2.111251992,0.498536169,2.391242229,2.496124573,2.11791176,2.520476007,2.694549825,2.071427204,3.085067974,2.601907395,1.529145385,2.026234235,2.650069008,2.04909252,2.671583253,2.217827596,2.725390669,0.262435703,3.342835668,1.819850186,2.085341674,3.191681081,-0.018063,0.197923,1.365156,0.343076,-0.052385,-0.285343,1.04562,-1.31555,0.715826,1.401752,0.286632,-0.445941,0.738596,0.138383,-0.528209,-0.456486,-0.397084,0.717962,-0.48825,0.227294,-0.172539,0.392928,-0.552656,-0.53732,0.232552,0.586875,-0.234877,-0.404528,0.099792,0.970445309,0.903637684,0.906551762,0.774783921,1,1,0.930297055,0.797187471,0.845988738,1,0.630711744,0.976581478,0.57794191,1,0.994272122,-0.407573,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ACH-000677,Lung Adenocarcinoma,1,0,0,0,0,0,0,2.91331303,2.925528992,1.031164704,2.178302426,2.238691264,1.762314409,1.528274479,0.991492736,2.644544656,0.851255386,0.717493188,2.904103822,0.718738388,2.671585621,2.750315866,2.55703363,2.57143891,2.715657494,1.389463327,0.214647945,1.09821059,2.75379959,3.331460697,3.25372886,2.511489996,2.094073698,2.847164232,2.695967203,2.644970288,2.712873243,2.687218187,2.844669477,2.226657076,1.593103991,2.273251651,2.823138232,1.828602901,0.411664775,3.221677723,2.345905014,2.7131241,2.843343015,3.014512672,1.944700676,2.661302934,2.644300138,2.742071454,3.146624123,2.228493797,1.281487823,0.034947704,2.376607374,2.671480633,2.500123121,1.928128605,2.495159374,1.992028564,1.219345989,2.095456223,2.598308977,2.883442364,2.687170564,2.671299768,2.13724113,3.130528422,2.698692331,2.833791608,0.961971319,1.163748353,2.138229934,1.623610375,2.500891903,2.512941975,2.249741777,1.828083963,2.350283571,2.331342815,2.891385234,3.090098385,0.239372245,2.691794338,2.748824556,2.316626818,2.336742412,2.407741574,2.855752507,0.124847912,3.62511298,2.235962243,0.350982662,4.745742886,-0.440356,0.039702,-0.778271,-0.488845,0.096203,-0.298923,0.771159,-0.013886,0.753101,-0.789715,0.6476,0.131113,1.807229,0.319973,-0.148271,-0.760848,-0.534163,0.770625,-0.147352,-0.158883,-0.268291,0.315969,-0.417372,-0.333741,-0.654846,-0.697175,-0.067291,0.379127,-2.035658,0.989224434,0.950132451,0.926740943,0.721334653,0.947820609,1,0.923145775,0.957316783,0.772085913,1,0.775644594,0.956369744,0.741637722,0.887149933,0.981849386,-0.598576,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ACH-000680,Colorectal,0,0,1,0,0,0,0,2.865518658,2.981898484,3.075953293,2.204275582,2.178753158,2.043629781,3.059950559,0.076325049,1.850060463,2.321972321,1.744822021,2.732907145,0.387132053,2.350814199,2.946979653,2.286260558,2.49463845,2.834929036,3.021777929,0.014839056,2.407555176,0.724459768,0.951875639,2.967380558,2.499936445,2.189495844,2.790100063,2.587212573,2.630531604,2.761873509,2.746202928,2.021000805,2.132461041,2.095450683,1.506028007,2.661159361,1.465662246,0.580496332,3.007834746,2.65708195,2.566225405,2.63189674,2.761070715,2.067931441,2.733920421,2.644251208,2.822979603,2.33222598,2.425576595,0.207030355,0,2.229183028,2.4801452,2.416307989,2.114198394,2.438652478,0.542607983,2.326243972,1.558702863,2.417214701,2.719792161,2.458406047,2.436859,1.918203132,2.829295384,2.691032008,2.35214046,2.503936936,1.576729981,0.109231566,0.248478888,0.636018765,2.4662241,2.008316853,2.453659774,2.755354774,1.969750581,2.680178864,2.612862737,1.748893769,2.537947761,2.169351838,2.481583306,2.863249923,2.513166538,2.419308542,0,1.262716923,0.304091732,0.148781653,5.979179366,-0.20401,0.208016,3.911722,-0.370223,-0.261994,0.275762,-0.857126,0.12086,-0.175638,-0.083237,0.000232,0.156967,-0.225332,-0.333354,0.270138,0.114191,0.298337,-0.033696,-0.008923,-0.202715,0.645191,-0.025081,0.487764,0.024776,-0.118898,0.064802,-0.25844,-0.035992,3.96727,1,0.93569,0.925567832,0.467012967,1,1,0.798540127,0.833280179,0.751104911,1,0.703686762,0.803149967,0.736183666,0.907615631,1,-0.062833,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
ACH-000681,Lung Adenocarcinoma,1,0,0,0,0,0,0,2.781695005,2.985243378,2.80408963,1.886743729,1.903758739,1.852805802,1.965629982,2.79043307,1.995292641,1.002627213,2.448492444,1.799244368,0.823734339,2.67915067,2.946502634,2.280734842,2.287376075,2.386372508,1.67551754,0,2.814099999,2.464362694,3.158765919,1.319480171,1.438473996,1.3972392,2.752008935,2.507073064,2.817254237,2.683352997,2.512404272,2.78719369,1.887508894,1.967383709,2.637147239,3.037703745,1.520559289,0.232253639,2.459453075,2.465376015,2.221745287,2.801441002,2.775785452,1.361116807,2.686640174,2.36339302,2.437699553,2.619697351,2.249281485,2.076508695,0.357297498,2.23056759,2.653848898,2.281250933,1.894110455,2.365140782,1.591811871,1.730366119,1.339522282,2.495923504,2.797864966,2.17464722,2.605029341,2.142585793,2.997360194,2.851384898,2.894506122,2.631472988,2.059615803,0.8158403,0.244959714,2.161689116,2.314897874,2.178358301,0.600899313,1.956766406,1.424108021,2.940102533,2.875879378,1.4182718,2.380907311,2.509491872,2.718643272,2.718572658,2.108621483,2.368677194,0.766823924,3.395760945,2.094264233,1.578208625,6.341950177,-0.458608,-0.398541,0.936417,0.516737,0.238012,-0.279123,0.463988,-0.049698,0.218636,0.743886,0.270889,0.126694,0.046242,-0.213677,-0.04461,-0.4054,-0.37722,1.186508,0.311081,0.112974,-0.295522,0.429246,-0.328131,-0.113247,-0.525013,-0.712938,0.046372,-0.272103,-3.178572,0.987657882,1,1,0.510781111,0.986070252,0.830619064,0.952666226,0.852736558,0.840244481,1,0.581772483,0.944879353,0.707889636,0.930090591,1,0.245654,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ACH-000685,Pancreas,0,0,0,0,1,0,0,2.879274128,2.849198344,2.12199551,1.788560308,1.738785059,2.317925401,2.746340428,0.856380858,2.572323671,0.541527391,2.727757137,2.597144028,2.216982973,2.6052985,2.840773401,2.118725428,2.257072519,2.498468074,2.290668609,0.565790073,2.213659127,1.361395308,1.605003483,2.677741642,2.052492374,1.276965708,2.595631122,2.5867821,2.629754766,3.000414258,2.4989603,2.497881012,1.827347945,1.618463564,2.072718768,2.401982971,1.357655862,0.616703964,2.016285844,2.487198301,2.222939572,2.714798358,2.812640138,1.668308989,2.68887296,2.445732561,2.745132998,2.463461455,2.278828651,2.011419378,0.392191233,2.416090057,2.439159125,2.273312023,2.166585087,2.403292974,1.328309948,1.620373644,1.678621743,2.604239507,2.636159602,2.091233721,2.381369469,1.978070122,3.031977739,2.510164601,2.569185541,2.227595701,1.225709241,2.199660508,0.39583769,1.997469944,2.148997163,1.997948262,2.022793779,1.920712799,1.825696949,2.637131989,2.776732026,1.927537559,2.386516888,2.12809952,2.323107117,2.484134108,2.335033399,2.520789908,1.662651891,2.779044426,1.388547405,0.050839321,4.438838417,-0.258498,-0.412703,3.050801,-0.475396,0.251016,-0.045949,-0.359296,0.109892,0.605067,0.923508,-0.180209,0.073438,0.021061,0.370474,0.065026,0.211298,-0.126371,-0.477913,0.431417,0.190097,0.456316,-0.278395,-0.089131,-0.073472,-0.386796,0.52602,0.49616,-0.091674,1.867654,0.812486488,0.932293433,0.895444725,0.667839547,1,1,0.885240285,1,0.625394721,1,0.559208125,0.822314791,0.671546052,1,0.886905709,-0.358157,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ACH-000688,Ovary,0,0,0,0,0,1,0,3.025839715,2.855591024,2.73407151,1.950129823,2.216193485,2.054723442,1.460955862,2.89472587,3.112844405,1.819905286,2.561218368,2.91385135,0.249662299,2.548035218,2.906850524,2.575688418,2.355964724,1.125078646,0.582575654,0.004945516,0.785700327,2.850800675,3.883164887,3.207112616,2.299232909,0.861461045,2.750764649,2.662891041,2.816690864,2.768368717,2.807484973,2.996585383,2.61536882,2.434254216,3.319742595,2.718480237,1.379360418,0.084401806,2.940134387,2.457240814,2.657341785,2.864066552,2.935271207,0.916989297,2.910185732,2.571961698,2.680129956,2.597815636,2.163837944,3.059110565,0.078662095,2.430025573,2.659852184,2.290367781,1.969502151,2.262791214,1.361111344,2.265768637,1.888830439,2.389892831,2.99870347,2.234596205,2.392658656,2.160687416,3.167484575,2.78993414,2.897301848,2.649206435,0.958414122,2.567640182,1.241025279,2.493480509,2.071551404,1.997806988,1.954535722,2.499698554,2.568060704,2.842033815,2.71176849,1.549984087,2.351139752,2.441347821,2.322000935,3.067422754,1.882390511,2.574052214,2.811596612,3.681131228,2.393274113,2.188171521,2.662362752,0.143827,-0.232446,-0.349113,0.854985,-0.749138,-0.255217,3.453494,0.166785,0.549023,1.104028,0.388692,0.067224,0.043954,-0.218891,-0.048701,0.113513,-0.128255,0.639492,-0.837636,-0.235429,-0.095754,0.398546,-0.024824,-0.293203,-1.209894,0.029955,-0.125687,0.196409,-2.217095,0.880376427,0.819763681,1,0.674982207,1,,,,0.85146591,1,,0.777496207,0.620861334,,1,0.014909,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ACH-000696,Ovary,0,0,0,0,0,1,0,2.849120079,2.829455902,1.368826543,2.192497429,2.41284137,0.904701719,0.597664026,2.803241241,3.135233602,1.008325066,1.088272674,2.089443091,0.946873197,2.543010147,3.102622182,2.232233239,2.58280672,2.553334961,2.65488919,0,0.148962722,2.944860248,3.47654403,2.773878873,1.78951537,1.9776788,2.880979093,2.701534631,2.807733737,2.600511561,2.596053359,2.697668179,1.813222443,1.9942099,2.68828226,2.728078625,1.533891903,0.696680489,2.94533553,2.500120205,2.155388687,2.796158781,2.908266384,1.690692776,2.770289861,2.529618933,2.684007534,2.830207398,2.359114063,0.428051976,0.388892765,2.474088045,2.875908767,2.489494276,2.036274757,2.617255697,2.040934441,1.925242547,1.545383985,2.663273981,2.987596935,2.265518442,2.712043426,2.047186338,2.893145249,2.560828883,2.42302781,2.686587971,1.913560506,1.787155657,0.546114673,1.844078489,2.181389995,1.999588057,1.379199572,2.432004423,2.120118238,2.639396632,2.394253002,1.426149169,2.119011028,2.619402663,2.196539005,2.359886711,2.42068006,2.645475292,2.085506803,3.483235693,2.051830756,2.344906286,4.503895685,-0.161222,0.551622,-1.192987,0.428883,0.001217,1.383226,1.652325,0.407252,0.049796,-0.941089,0.160857,-0.372877,1.072102,0.149149,-0.020485,-0.010328,0.160703,0.803011,0.325494,0.333913,-0.106692,-0.10015,-0.023006,0.105022,-0.243068,0.664226,-0.375889,0.261622,-2.22781,0.981007176,0.929896213,0.933330877,0.905254188,1,0.966730599,0.922155116,0.880949903,0.861525317,1,0.700152756,0.940211773,0.568937317,0.935202271,0.867898799,-0.157661,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ACH-000701,Ovary,0,0,0,0,0,1,0,2.954476239,3.060337015,2.553474381,1.682219617,2.14466043,2.307254866,3.215367035,0.317066689,2.107995884,0.881810283,2.622793394,1.870546786,1.948795889,2.838475375,2.52529897,2.197718541,2.39056407,2.790141402,2.815752465,0.019802908,0.38796476,1.756947834,2.926498972,1.585492949,1.93864899,2.558704468,2.792170009,2.639586946,2.907171996,2.275367172,2.233251845,2.307980862,1.36451412,1.146813527,1.674085906,2.90793055,0.551193585,0.224135589,2.625586342,2.17016986,2.314993578,2.795568432,2.855255143,1.949226949,2.868658247,2.681857638,2.880065763,2.261530221,2.208313923,0.368631247,0.288590707,2.217606841,2.466632547,2.354146589,1.948093011,2.224604566,0.299762792,1.517043184,1.759923932,2.323775221,2.916605812,2.552578479,2.325866381,2.236424229,2.907644662,2.55726216,2.571841315,0.492458574,0.244710946,2.353809972,0.588734268,2.007943736,2.172048153,1.971564287,0.755799523,1.869468528,0.961268069,2.697587361,2.77258834,0.175248679,2.379245258,1.258852769,2.344076879,2.39298317,2.235175077,2.617305863,0.246086689,2.171283385,0.254170662,0.392501523,3.626474181,-0.160601,-0.500884,5.016611,-0.289305,0.637312,0.671298,-1.243933,-0.113387,-0.667714,0.660425,0.039427,0.053705,0.618581,0.207653,-0.0656,-0.24364,-0.652164,-1.022484,-0.153713,0.675511,0.732517,-0.007432,-0.566262,2.696669,0.479455,-1.385902,1.273418,-0.610852,2.570862,0.930771666,1,0.858555611,0.913681879,1,1,0.942727365,0.905652275,0.897408784,1,0.733646183,0.903534216,0.738244916,0.937056649,0.94059603,-0.97858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
