DepMap_ID,disease,lineage_lung_adenocarcinoma,lineage_lung_squamous_cell_carcinoma,lineage_colorectal,lineage_skin,lineage_pancreas,lineage_ovary,lineage_breast,exp_AKT1,exp_AKT2,exp_AREG,exp_BRAF,exp_CBL,exp_CBLB,exp_CDH1,exp_CDH2,exp_COL1A1,exp_DEPTOR,exp_DUSP4,exp_DUSP6,exp_EGF,exp_EGFR,exp_EIF4EBP1,exp_ELK1,exp_EPS15,exp_ERBB2,exp_ERBB3,exp_ERBB4,exp_EREG,exp_ETS1,exp_FN1,exp_FOS,exp_FOXO3,exp_GAB1,exp_GRB2,exp_GSK3B,exp_HRAS,exp_IFNGR1,exp_IFNGR2,exp_IL6ST,exp_IRS1,exp_IRS2,exp_ITGA5,exp_JAK1,exp_JAK2,exp_JAK3,exp_JUN,exp_KRAS,exp_LIMK1,exp_MAP2K1,exp_MAP2K2,exp_MAP3K1,exp_MAPK1,exp_MAPK14,exp_MAPK3,exp_MAPK8,exp_MEF2A,exp_MMP2,exp_MMP9,exp_MTOR,exp_NRAS,exp_PDPK1,exp_PIK3CA,exp_PIK3CB,exp_PIK3CD,exp_PIK3R1,exp_PIK3R3,exp_PTEN,exp_RAF1,exp_RHBDF1,exp_RPS6KB1,exp_RPTOR,exp_SHC1,exp_SMAD2,exp_SMAD3,exp_SMAD4,exp_SNAI1,exp_SNAI2,exp_SOCS1,exp_SOCS3,exp_SOS1,exp_SOS2,exp_SPRY1,exp_SPRY2,exp_SPRY4,exp_STAT1,exp_STAT3,exp_STAT5A,exp_STAT5B,exp_TGFB1,exp_TGFBR1,exp_TGFBR2,exp_TSC1,exp_TSC2,exp_TWIST1,exp_VIM,exp_ZEB1,exp_ZEB2,exp_SRC,prot_ARAF,prot_BRAF,prot_CDH1,prot_CDH2,prot_ERBB2,prot_ERBB3,prot_FN1,prot_GSK3B,prot_IRS1,prot_ITGA2,prot_JAK2,prot_MAPK1,prot_MAPK9,prot_MTOR,prot_NRAS,prot_PIK3CA,prot_PIK3R1,prot_PRKCA,prot_PTEN,prot_RPTOR,prot_SHC1,prot_SMAD3,prot_SMAD4,prot_SNAI1,prot_SOCS3,prot_STAT1,prot_STAT3,prot_STAT5A,prot_SYK,drug_Gefitinib,drug_Erlotinib,drug_Afatinib,drug_Trametinib,drug_Vemurafenib,drug_Dabrafenib,drug_Alpelisib,drug_Everolimus,drug_Buparlisib,drug_Ruxolitinib,drug_Napabucasin,drug_Baricitinib,drug_Kx2391,drug_Neratinib,drug_Repsox,prot_MYC,mut_BRAF,mut_KRAS,mut_EGFR,mut_PIK3CA,mut_PTEN,mut_NRAS,mut_ERBB2,mut_MAP2K1,mut_SMAD4,mut_TGFBR2,mut_JAK1,mut_JAK2,mut_STAT3,mut_TSC1,mut_TSC2
ACH-000266,Pancreas,0,0,0,0,1,0,0,2.978112598,2.686589463,3.300463086,1.978472054,2.137594333,2.142459868,3.110463953,2.492461689,2.40932734,0.701979566,2.855826356,2.825548092,1.209168597,2.674283688,3.107513474,2.017614045,2.383309971,2.757233946,2.615039299,0.097374155,3.097896058,2.799747852,3.231498314,3.143916421,2.479703342,2.179195346,2.766641848,2.654156523,2.755054347,2.891597776,2.741543729,2.700527202,2.348425363,1.938823387,1.054104623,2.701323864,1.101766334,1.116258016,2.767986533,2.522143528,2.564253281,2.707384725,2.865980551,2.284774102,2.787157403,2.436646243,2.773482614,2.719706746,2.012931965,1.177230553,0.322549361,2.533703759,2.637598074,2.310526682,2.132873489,2.220469108,2.003590355,1.782883593,1.528510912,2.586294866,2.761664961,2.461994236,2.589323023,2.009779046,2.675900672,2.556122471,2.928543489,2.332019285,0.895207478,2.284389033,0.834645641,2.372207676,2.223521147,2.271875199,2.253446415,2.109370096,2.112734442,2.746786201,2.727103377,1.934212226,2.359956018,2.225298239,2.198137213,3.126515716,2.301496008,2.572413241,0.244837658,3.082532365,0.847694573,0.749185596,5.715385483,0.01394,-0.512286,2.824273,-0.167491,0.053496,0.639803,1.543299,0.100488,0.731483,2.416729,-0.376261,0.257477,-0.242916,0.319474,0.091472,-0.294194,-0.274358,-0.137024,-0.496476,-0.217199,-0.229421,0.612202,0.088603,-0.124224,-0.762999,0.250199,0.314358,0.116198,1.19599,0.797552615,0.879407182,0.576688686,0.606395075,0.965913127,1,0.861243316,1,0.813194076,1,0.664827266,0.951984764,0.838901387,0.763095225,1,-0.176229,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ACH-000270,Pancreas,0,0,0,0,1,0,0,2.654422566,2.790601644,2.4768648,2.162863211,1.917971277,2.187173004,2.780278431,0.392801476,1.930923133,1.03957296,1.972659349,2.50242778,0.297029204,2.397193857,2.311796183,1.95610247,2.204989513,2.737107939,2.758817381,0.123561399,2.440472815,2.630588583,2.429429587,2.817415282,2.112085627,1.837140314,2.507448683,2.257832259,2.39365608,2.381856802,2.548075984,2.471436175,2.108567569,2.143422833,1.915677562,2.623378047,1.351585628,0.650570236,2.328117664,2.466505172,2.060244318,2.598578548,2.644790697,2.072937874,2.551728533,2.354449944,2.287731665,2.595286603,2.392029466,0.476592382,0.051337004,2.489181207,2.395859809,2.255018937,2.041898128,2.176978778,0.565469446,2.539121413,1.962918618,2.629365516,2.749360302,2.615860908,2.614791168,1.835084327,3.059065693,2.520319609,2.763658083,2.406308973,0.404354809,2.705255232,0.99184092,2.165915821,2.217727918,2.01624658,1.736789102,1.879214857,1.770875901,2.685444386,2.548914704,1.538356577,2.264174682,2.084256389,2.061601994,2.703461705,2.643902324,2.645503127,0,1.67233724,1.648022163,1.664006381,2.959378831,0.243601,-0.636137,4.212857,-0.288491,0.304922,0.830119,-0.304981,-0.742977,0.095636,2.102823,-0.178792,0.436468,-0.775301,-0.454848,0.739026,-0.378897,-0.217054,0.650309,-0.246601,-0.245932,0.640408,0.388767,-0.074711,0.384425,0.825241,-1.044819,0.7347,0.63278,1.373477,0.840807543,0.870125376,0.669622076,0.705824719,1,0.94830499,0.804071455,0.847297969,0.806743883,1,0.767770575,1,1,0.790112067,1,0.511203,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ACH-000274,Skin,0,0,0,1,0,0,0,3.014148985,2.858070166,1.024747392,2.061398162,1.983256789,2.132877121,0.115226755,3.032867795,2.176666129,1.397287572,2.794741143,3.054935926,1.74313346,2.321344785,3.059936689,2.74004875,2.267422595,2.455498842,2.996921605,0.603444375,0.10303237,2.821143539,3.654753153,3.393732669,1.806170154,1.88805999,2.751578596,2.707567254,2.896991433,2.543476229,2.695821056,2.720479714,1.591153342,2.335472732,2.753515175,2.666167351,1.054038073,1.409840281,3.124360623,2.355667497,2.582537853,2.746259241,3.115794523,2.388642993,2.935534063,2.541518871,2.804770849,2.603494068,2.499594872,2.962000233,0.016253266,2.562754554,2.588999458,2.354186582,1.965856737,1.892853942,1.34223946,2.275732932,1.789057867,2.918445956,2.895943987,2.774449557,2.435458922,2.355733051,3.109312682,2.937383919,2.953847368,2.758628319,2.286883975,2.947928133,1.253364199,2.694173993,2.154557712,2.362507479,0.161937908,2.955036258,2.452918934,3.052637424,2.755843854,0.72609766,2.287075113,2.343016373,2.510647388,2.417973047,2.269453351,2.754677882,2.331925976,3.500341052,1.381877288,2.855647403,4.284343854,0.356329,-0.009577,-1.86766,0.815937,-0.456847,0.565948,1.83264,0.210028,-0.252481,1.966763,-0.602131,0.101191,-0.183261,-0.414935,-0.069966,-0.214063,-0.180687,0.283613,1.09045,-0.467866,-0.32917,0.066204,0.243491,0.241856,-0.639956,-0.768096,0.465543,0.106857,-1.654795,0.910434831,1,0.910762491,0.704958935,1,1,,1,0.953303298,0.965293963,0.70673489,1,1,0.926245685,0.88929748,-0.722854,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ACH-000276,Breast,0,0,0,0,0,0,1,3.00110903,3.042487109,2.542810164,2.179231175,2.044803852,2.04820563,3.005424675,2.245809049,3.134403401,0.50848431,1.674088762,2.126389014,2.437402835,2.482952651,3.003348514,2.334067749,1.892421404,3.020476708,2.835309345,0.874945258,2.184548444,2.548030277,3.406533258,3.372694155,2.29892588,2.219899987,2.934929042,2.831504012,2.61226211,2.978697347,2.854783506,2.661407899,2.336367011,1.168459049,2.425888798,2.593639556,1.558425872,0.376557885,2.910284563,2.479679903,2.913867418,2.631364885,2.90512126,2.368883855,3.144038747,2.606588231,2.803955421,3.01814094,2.900233107,2.753090264,1.264804153,2.471705959,2.805822595,2.615717352,2.364920282,2.511171496,1.314485652,2.269642623,2.320002305,2.224035327,3.221397159,2.76013239,2.785839955,2.392937426,2.88852,3.201433902,2.878885779,2.697152809,2.092601661,1.578483045,1.354531414,1.941682676,2.493958824,2.525273563,1.471702538,2.502893188,1.779420237,2.92548429,3.052136058,2.256114053,2.684436477,2.380818689,3.007015294,2.516511592,2.429630839,2.675935614,1.487188576,3.123538339,0.962658827,0.906802168,6.045958377,0.648265,-0.279236,3.941244,-0.523319,1.164134,0.691648,1.807147,0.330469,0.000225,0.381679,-0.418723,0.159745,-0.249333,-0.066147,-0.089315,-0.0291,-0.202766,0.309943,-3.196962,0.33988,0.234128,-0.113547,-0.076887,2.762038,0.200934,1.165178,0.293166,0.035697,1.389806,0.870742149,0.970835205,0.744647571,1,1,1,1,0.761269277,0.856522095,1,0.717081241,0.860120806,0.572954131,0.880143017,1,-0.748523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACH-000277,Breast,0,0,0,0,0,0,1,3.063490037,3.043486416,2.920786162,2.069175772,1.354478858,2.210757203,3.055980994,0.428802871,2.623223268,2.509472103,3.282535194,2.622918174,0.650339733,0.129619266,2.926804982,2.430982612,2.565374753,3.660180348,3.075753152,1.648936602,1.118709961,0.184155863,1.812967342,3.402833604,2.450668192,2.36492483,2.965121685,2.677295534,2.72817086,2.465869114,2.283436097,2.706522014,1.702776354,0.304217805,1.543948538,2.70493827,1.181197763,0.080525509,2.934569776,2.424484179,1.868325708,2.738199025,2.77513796,2.21025902,2.843468858,2.680490438,3.068349092,2.383436481,2.358490408,0.460591464,0.074393136,2.501261016,1.510965596,2.594293465,2.049554285,2.598089823,0.269658742,1.630214536,2.788336032,2.48951846,2.932927988,2.602799492,2.623309162,2.295673277,2.688253358,2.634678175,1.977554018,2.356908385,1.755550586,0.025180463,0.262532407,0.672479487,2.273411614,2.184544524,2.731408601,0.437654147,2.546097727,2.714184864,2.560501538,0.467203411,2.107180546,0.544685399,2.482395764,0.21502019,2.433493376,2.762854279,2.354007748,1.575142188,0.312142114,0.075025545,3.294526649,0.123514,0.652227,3.624909,-0.226796,5.157089,2.058272,-1.278736,0.206653,-0.059639,-0.812377,-0.577369,0.087116,0.507055,0.332421,-0.218679,-0.24401,-0.725403,-1.576382,0.337128,-0.001334,0.776256,-0.225889,-0.352412,0.435655,-0.238489,-0.078485,-0.058732,-0.343513,-1.761383,0.718154106,0.860916089,0.595871398,0.879758263,1,1,0.751829448,0.517368551,0.751324092,0.919544389,0.505891772,0.830029536,0.714729773,0.694008342,0.726199558,-0.923005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACH-000278,Ovary,0,0,0,0,0,1,0,2.862052539,2.906468102,1.397020194,2.161261961,1.812067027,1.863953436,1.204343658,2.703704303,1.935121713,1.562372807,2.14583989,2.723870312,0.863074369,2.76948206,2.879657708,2.449721365,2.427738628,2.314171197,1.587508712,0.329449325,1.346686418,2.595181074,2.913618539,3.417767929,2.119282728,1.547386383,2.655099116,2.642597244,2.334175465,2.315245995,2.46189141,2.587876352,2.169118352,1.93937501,2.408353515,2.618040893,0.838978046,1.593567395,3.072341724,2.287150379,2.512138546,2.681372009,2.709801637,1.590126923,2.576132906,2.47216307,2.752074987,2.584584998,2.495113403,2.921013604,0.12897196,2.51414506,2.707068959,2.269263971,2.16358827,2.221977447,1.700167886,1.992650322,2.086193954,2.833990022,2.789556041,2.26227366,2.416804991,2.106342841,3.024299053,2.682020834,2.892355985,2.613853064,1.72880863,0.932100473,1.146278497,2.724938334,2.168991302,1.851933023,2.455336125,2.364317098,2.287668092,2.946649714,2.560565382,1.842674428,1.947324797,2.010532086,2.150269959,2.841916094,2.222690523,2.65700195,2.406997293,3.614069736,2.155210968,0.672315929,3.389419506,-0.200216,-0.102249,-0.538492,0.515794,0.381643,-0.197257,0.596121,-0.415655,0.029086,-0.523945,-0.376326,-0.116188,0.266462,0.137197,0.013761,-0.136622,0.038796,0.295814,0.420981,0.037841,0.22857,0.660613,0.003011,-0.045142,-0.508413,0.561629,-0.206915,0.067807,0.560842,0.86986115,0.871938777,0.801521495,0.824787703,1,0.925157696,0.944299255,0.865732377,,0.985968758,0.729946988,0.899221451,0.607217904,0.786226999,0.73633204,-0.097463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACH-000280,Ovary,0,0,0,0,0,1,0,2.966687572,2.932240217,2.619547176,1.890749305,2.099628327,1.955029932,2.882309815,2.340266061,2.693589265,0.949510909,2.583894848,2.387426224,0.421622134,2.518605957,2.713831532,2.350700058,2.458907402,2.820891296,2.635751459,0,2.181231713,2.378407644,3.599616652,3.374969668,2.154398375,1.910133015,2.807256409,2.824944286,2.815516629,2.679297908,2.359169646,2.730590214,0.996151299,1.515444124,2.933743665,2.891130193,1.44894963,0.014194523,3.209463697,2.241809914,2.496053623,2.808911026,2.679576058,2.012951455,2.625807129,2.570633512,2.739907216,2.562296688,2.236838468,2.770282313,0.312550386,2.48356402,2.771049935,2.355121466,2.058852723,2.320914441,2.224021346,1.969283148,1.827490243,2.648968679,2.909857202,2.65561819,2.721643991,2.312771827,3.137443081,2.800162422,2.749144733,2.516755452,1.154615327,2.47701778,0.552603786,2.297658431,2.409325368,2.128043386,0.593647604,1.765760665,1.46220155,2.911132418,2.73891856,1.315404304,2.262837942,2.550222127,2.453860885,2.804222825,2.135248036,2.713611633,1.530674436,3.119481068,2.018170071,1.27989762,4.522369672,-0.751272,-0.753676,1.993929,-0.256515,0.155138,0.72501,2.716094,0.175498,0.013977,0.352136,-0.144973,0.082092,-0.465429,-0.513089,0.219872,-0.174217,-0.146887,0.063515,-0.574009,-0.157537,0.437112,0.023672,0.182257,0.241674,-1.053576,-0.60891,0.73638,0.128348,-1.573661,0.852682561,0.807725478,0.732407573,0.661339693,1,0.920417815,0.821256516,0.664882872,0.745619639,0.899367723,0.695506308,0.86289717,0.644317689,0.723316327,0.856723745,-0.292917,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ACH-000281,Pancreas,0,0,0,0,1,0,0,2.646765724,2.74977219,2.71119398,2.07339923,1.795850799,2.198189983,3.018947794,2.561199496,1.278902945,0.725421693,2.538429807,2.68635741,0.857649952,2.612710741,2.642652627,2.378856101,2.503350646,2.694418091,2.556887562,0.339300242,2.675199318,2.021656963,3.431216949,2.787906759,1.984436479,1.935883393,2.657102779,2.285135424,2.711083953,2.272904295,1.688261358,2.46508075,1.876667369,1.805983517,1.850084184,2.666124661,1.277423474,0.575863261,2.713199579,2.553414985,2.529917804,2.816610787,2.771309406,2.226400321,2.742162414,2.552710978,2.625714533,2.432264372,2.141959262,1.844087153,0.047811608,2.434748288,2.573148003,2.248898508,2.163434216,2.299469962,0.366026103,2.108887047,1.964795752,2.527139701,2.685714659,2.361267679,2.342196693,1.71312585,2.78750745,2.477095029,2.584992852,1.619541977,0.576057035,2.114207958,0.825516551,1.958177885,1.955467328,1.934724166,2.029313805,2.085035548,1.880537249,2.796374033,2.62354311,1.13786715,2.117517265,2.39718155,1.893599962,2.977305777,2.24442643,2.522234085,0.032485415,1.773640214,0.559785183,0.343168775,4.68759264,0.344006,0.467631,4.415961,-0.064808,0.478302,-0.236487,3.140459,-0.156474,-0.344116,1.436534,-0.091403,0.287612,0.466315,0.500851,0.203608,-0.128052,-0.283435,1.149319,0.436638,0.271184,0.008484,-0.092674,-0.223425,0.171568,0.066322,-0.138841,0.229011,0.083438,2.939194,0.793410367,0.832777448,0.620534931,0.606941254,0.935980168,0.913582793,0.999509743,0.488458585,0.737385669,1,0.659049728,1,0.790840523,0.800106275,0.81627649,-0.999433,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ACH-000288,Breast,0,0,0,0,0,0,1,2.968198075,2.885937865,0.704962726,1.927596311,2.341971889,1.910848481,0.808091522,2.885574775,3.237891694,0.61384042,2.301520943,2.485877597,0.282389684,2.690003291,3.188693811,2.613165497,2.319245032,2.346406823,1.195124331,0.047451563,0.435351095,2.919565758,2.968799912,2.672989894,2.080616777,1.679056994,2.700653078,2.52378806,2.663115983,2.892791174,2.708993464,2.794803713,1.663832543,0.872646496,2.65781168,3.025440193,1.864437486,0.083516416,2.905536741,2.310092517,2.314077915,2.598637385,2.841248192,1.318488588,2.770442922,2.485517771,2.729870959,2.683842544,2.611464159,2.658890569,0.114052271,2.64343294,2.886312114,2.381951593,2.05066952,2.248167043,2.221914146,2.695350385,2.540014711,2.338415173,2.999358804,2.371553731,2.356488289,1.928265477,3.170483406,2.797008981,2.439330799,2.657580578,1.477198991,2.741962982,0.701136315,2.112569225,2.421947053,2.209771046,2.266936808,2.536602196,1.930422581,2.663737664,2.951783831,0.791361421,2.301296463,2.502589745,2.687584005,2.594587904,2.231946523,2.611398134,2.897952987,3.552857975,2.438693686,2.160443894,5.259253653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.879740445,1,0.921684255,0.904624106,0.982806704,0.887096146,0.949376542,0.519786876,0.770943498,1,0.579626324,0.843729961,0.554597736,0.864663944,0.828034786,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ACH-000296,Colorectal,0,0,1,0,0,0,0,2.702281871,2.897864404,0.997308011,2.157851317,2.192669806,2.173948748,3.221128018,1.693239639,2.170924833,0.301915187,1.700012937,2.745382911,0.74896464,2.293670347,2.722886806,2.10640686,2.430049535,2.629801771,2.831570093,0.224134003,0.16566953,2.382569183,3.051247001,3.085076183,2.280076023,2.323374007,2.610244573,2.820093304,2.369168915,2.85961789,2.512180519,2.732400258,1.996783814,1.278819972,2.790480322,2.215115268,1.011758927,0.9833674,2.604334568,2.686746039,2.18980876,2.660107704,2.77875895,2.061405898,2.529753266,2.725720895,2.876704398,2.632844363,1.944900156,2.65591292,0.140414035,2.545431512,2.847225778,2.520296482,2.015949791,2.48873447,1.602537917,2.130900978,2.093179838,0.161327732,2.776322879,2.813117134,2.223184935,1.991213513,2.933272879,2.564915289,2.285473077,2.236248951,2.116644813,0.035606563,2.123338429,1.6640721,2.311916957,2.126204516,2.397933432,2.567380644,2.47787899,2.864604286,2.289190472,0.092113647,2.019043417,2.08413797,2.916225594,2.071240019,2.408784511,2.689062917,0,1.446551592,1.069191973,0.110484086,5.667174004,-0.658963,-0.032376,3.516502,-0.384759,-0.076185,0.815288,0.046263,0.494389,0.017276,0.655655,-0.341669,0.261733,-0.185133,0.076142,0.113562,-0.227924,-0.313037,-0.184152,-2.052071,-0.270175,0.175266,-0.220737,-0.027093,1.110751,1.362167,-0.730409,-0.285721,-0.108534,-0.762459,0.889473183,0.905368844,0.889010699,0.872692885,0.869731848,0.914938466,1,0.78584338,0.861771586,1,0.611025403,0.897856551,0.657341807,0.728184236,0.875961026,-0.651415,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACH-000307,Pancreas,0,0,0,0,1,0,0,2.887349994,2.865809408,3.160665415,1.995158948,2.071228182,1.483239816,3.07087435,0.07757887,1.794817871,0.21094012,2.267956755,2.585850009,0.948885493,2.914083927,2.846306079,2.355805614,2.459118424,2.788417284,2.594087906,0.045481375,2.794481896,2.616843415,1.973934417,3.284547449,2.201091153,1.97176661,2.826103069,2.586485765,2.741733835,2.514421456,2.38234983,2.581313766,2.252538541,1.408584415,1.656302461,2.509963086,1.864446648,0.026081147,2.902898904,2.479706467,2.731176747,2.943629785,2.729044496,1.9294609,2.85192593,2.333136878,2.484789122,2.763282553,2.367046108,1.495372723,0.028865979,2.248258157,2.641623112,2.443623057,1.893927298,2.394310975,0.488467206,1.96888285,1.291405424,2.587610171,2.708578834,2.512975461,2.628712135,2.167216001,2.980164777,2.656775989,2.975783107,0.083708645,0.796289679,2.493774146,1.077664906,2.294285541,2.276493139,1.956786772,2.193132884,2.037298819,2.168006134,2.705143366,2.644799418,0.482076352,2.135020677,2.688224452,2.316224575,2.560994184,2.259865546,2.532755411,0.025754104,2.33476601,0.094907045,0.14227839,7.021579664,0.152046,-0.001243,4.682094,-0.515108,1.010687,0.277946,-0.884167,0.174259,0.467149,2.241941,0.493941,0.709587,-0.129364,-0.142913,0.136261,-0.016023,0.068943,-0.394276,0.714408,0.066723,0.314395,0.160924,-0.276334,0.09381,-0.510958,-0.306511,0.089234,-0.055025,2.442473,0.897456336,0.910958917,0.81781164,0.617994115,0.989904339,1,0.868603055,0.824608482,0.824474003,1,0.718860131,0.882102078,0.584787123,0.801805598,0.794820254,-0.421032,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ACH-000308,Ovary,0,0,0,0,0,1,0,2.854201754,2.842411184,2.842755416,2.328275865,2.325236078,2.352133357,1.434974586,2.855115467,1.695431744,1.25548765,2.474234503,2.548145148,1.52252343,2.731647148,3.25592942,2.245563155,2.644627567,2.546443297,1.820762469,1.966940349,3.003184296,2.956426567,2.350856992,2.136764108,2.441484535,1.382988464,2.633505196,2.576714045,2.374035494,3.044737737,2.433343896,3.115671752,2.077139836,2.439964792,3.023416876,2.870085937,1.320826925,1.298789426,2.874662113,2.299168736,2.070751169,2.82673321,2.770057937,0.545309112,2.737378077,2.554161995,2.638434123,2.735655376,2.723073688,3.05359695,1.095058638,2.56358621,2.762518697,2.583628114,2.575765722,2.561529571,1.629022113,2.548332795,1.646180157,2.576972936,2.75960878,2.454000561,2.771872552,1.959669486,3.081954065,2.80242785,2.658601577,2.481389165,1.778049291,0.099580711,1.781254387,1.645229711,2.241896133,2.406205393,2.813936762,2.37352035,2.718926193,2.890553856,2.757327597,1.864205617,2.618866056,2.56197574,2.248794574,3.173718932,2.190248682,2.783011378,1.49257221,3.01232911,2.42123454,0.201592311,4.963418635,-0.597835,-0.779749,-0.558229,0.471293,0.051455,-0.00217,-0.340296,-1.092333,-0.222755,0.280645,-0.298116,-0.011415,0.581955,-0.547012,-0.04527,-0.007898,0.249527,0.06673,-0.769238,-0.192182,0.17812,0.166531,-0.265816,0.146627,0.483296,0.21566,0.062074,-0.427544,0.126258,0.921123517,0.970267297,0.88614383,0.875439706,1,0.956898036,0.919344054,0.955620459,,0.893523517,0.693261341,1,0.631850121,0.874908671,,0.011347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACH-000309,Lung Adenocarcinoma,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.601362,-0.888642,-0.51852,-0.26292,-0.360938,-0.239377,3.519336,-0.600285,0.211331,-0.354526,0.384449,-0.073026,-0.040173,-0.227767,0.112455,-0.108378,-0.309637,0.626294,-0.273135,-0.192478,-0.157757,0.774402,0.053975,-0.323194,-0.35579,0.684796,-0.337139,0.199336,-2.361462,1,0.910551252,0.964466505,0.619508361,1,1,1,0.874385539,0.842648037,1,0.523158539,0.905673981,0.763346559,0.84005336,0.924672682,0.03546,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ACH-000311,Lung Adenocarcinoma,1,0,0,0,0,0,0,2.875474901,2.805597163,2.850156191,1.657989969,1.43746624,2.243315571,2.594419242,0.095362407,2.699333333,2.034029779,2.952393298,2.738628057,2.12074759,2.21142153,3.109484322,1.992901526,2.29160657,2.629647824,2.690228482,0.162689713,2.830266216,1.536362036,1.445772808,2.646609846,2.025048679,1.557704202,2.709941547,2.444970202,2.544650002,2.812827413,2.536387401,2.210168033,0.98864385,1.975414055,2.215258749,2.370713174,1.262292587,0.225943073,2.37928002,2.327614476,2.523711433,2.973438252,2.672262706,1.897360199,2.698357335,2.408851676,2.714742767,2.63104307,2.236865392,0.168176119,0.014845192,2.412658034,2.440953314,2.168449802,1.823030962,2.257879686,0.631016346,1.812869823,1.324849621,2.489070721,2.659296619,2.354485199,2.56992418,2.056449324,3.047543967,3.075886124,2.560974117,2.364253298,1.382163174,1.058414369,0.094081179,1.576917051,2.06883584,2.00195991,2.143281332,2.134119743,2.024663636,2.505973313,2.731469514,1.195533208,2.353946545,1.042163644,1.977862109,2.450289129,2.024631329,2.559627556,0,1.080998285,0.851011517,0.25016126,5.513910734,0.379371,-0.8365,2.352196,-0.076461,2.124039,0.588499,-1.175316,-0.205347,-0.001048,1.404633,-1.265236,-0.002234,0.520863,-1.473077,-0.330169,-0.471909,-0.188022,-0.051832,0.049478,-0.735552,0.483819,-0.025924,-0.370305,-0.25255,-1.882347,-0.233484,0.178594,0.015868,1.262715,0.948410015,1,0.875659726,0.642256916,0.990358926,0.881061335,0.63947353,0.67161513,,1,0.608228637,,,0.958174513,,-0.383276,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ACH-000320,Pancreas,0,0,0,0,1,0,0,2.928813607,2.854268421,2.808127718,1.959093631,2.310049338,1.771083186,1.716173955,0.069090275,1.263420129,1.417443011,2.784594967,3.275903567,0.357989852,2.436732806,2.903820652,2.644092998,2.61098092,2.297310634,1.948046901,0.127166438,2.876824662,2.495688257,3.140065223,2.978417486,2.145982563,1.487877255,2.757883682,2.412289081,2.613807149,2.674998368,2.940134387,2.885961671,2.505388232,1.586692043,2.672840687,2.664979134,1.697950342,0.912276606,2.92617168,2.916735155,2.498677664,2.864955509,2.792675819,1.59941727,2.75149035,2.464982263,2.628130449,2.499282144,2.322520741,0.70213119,0.125355145,2.420442389,2.673574133,2.373360993,1.99148162,2.514388135,1.270363467,1.889826735,1.462785229,2.683172488,2.803163756,2.685538751,2.666143993,2.159581821,3.069451248,2.701419048,3.00509722,0.535248323,1.74215512,1.553814426,0.361262673,2.440965761,2.501339429,2.094432448,2.813417392,2.578520177,2.772119938,2.747197539,2.519204702,1.441503819,2.419424979,2.808671766,2.398450701,3.08799333,2.452736004,2.680851193,0.054055331,3.417815655,2.194910538,2.139097799,5.30457675,-0.413321,-0.694657,0.238365,-0.683863,-0.310674,0.045129,0.301434,-0.366243,1.052131,1.51668,0.599153,-0.00328,-0.026912,0.194433,-0.147956,-0.151947,0.180022,1.487247,0.266576,0.038124,-0.248781,0.618561,-0.385142,0.396905,-0.000844,0.094646,-0.479801,-0.44351,-1.457943,0.953781098,1,0.931978487,0.40037302,1,0.824936346,1,1,,0.908782631,0.683641045,0.93918268,,0.893668501,,1.302564,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
